"","Title","Name","Rating","DateReview","TextReview","TitleReview"
"11","Anyone But You","Szekerlacey","10/10","21 February 2024","The chemistry between the two leads is undeniable! The first is a little awkward but still gets some laugh, classic misunderstanding, but there has to be for there to be a movie. Powell has talents in both drama and comedy, Sweeney seems new on the scene, but she's got the quirky gorgeous girl next door down perfect! They are both super attractive, but I gotta say, I was laughing so hard through scenes, I had to remember I was in a movie theater even though the people next to me were laughing their butts off too. I can't wait to see it again and that includes the predictable but cute ending. Best rom com in a long time!"," Hot, cute and hilariously funny!"
"12","Anyone But You","tlmoulds","7/10","29 December 2023","Anyone but you is exactly what it needs to be and tries to be, a simple rom-com where you watch two attractive people trade banter, face complications, and eventually fall in love.I think some people go into these moves wanting more from the story or characters. If that's the case go watch Hunger Games or something...Glenn & Sydney played their parts perfectly.There chemistry and banter left me in tears at points, with some memorable scenes and WTF moments that made me laugh. Honestly, I can see why their on screen banter turned into off screen love.I think all the side characters were played well. No one stood out but were all required to get to the end objective and provided some funny scene along the way. The pool diving scene was a particular WTF moment that made me giggle, However, they continually made reference to it throughout the movie which made it more funny as the movie progressed.All in all, Good Friday night movie and is the clear definition of a good early 2000's rom-com and ticks all the boxes;
✅ - TWO LOVABLE LEADS.✅ - A MEET CUTE.✅ - AT LEAST ONE GREAT SIDEKICK
✅ - A UNIQUE, TROUBLESOME SITUATION.✅ - RELATIONSHIP IN JEOPARDY
✅ - SUPER FUN MONTAGE.✅ - THE LIGHTBULB MOMENT.✅ - A GRAND GESTURE
✅ - HAPPY ENDING."," Exactly what it needs to be"
"13","Anyone But You","bszhsj","10/10","16 January 2024","This was a movie I had very low expectations for, but came out of the theatre very glad I gave this movie a chance. This was one of the best romcom movies I've seen since This Means War. I thought the character development was a little bit rushed , but the chemistry between the two main actors was on point the whole movie. I didn't want to get out of my seat, and enjoyed all the added humor, twists and turns, and the way the predictable (but good) ending occurred. I really enjoyed this movie and encourage anyone to give it a chance. There was definitely more funny scenes in the main plot than the trailer showed too."," Blew expectations out of water"
"14","Anyone But You","mirandajdoyle","10/10","12 January 2024","I have read many reviews referring to this film as ""bad Shakespeare fan fiction"".However, it is exactly what it intended to be, there is no deep intertextuality or appropriation. The film is simply a fun rom com loosely based on Much Ado About Nothing.Having studied the play, I found the film a fun and fresh take on the original plot and themes presented by Shakespeare. Along with the obvious references, the more subtle ones were clever and conceiving.The film was sharp, clever and included character development that I haven't seen in a contemporary romantic comedy since the early 2000's. The chapter adaptations were comedic and clever and well suited to a modern day setting and the inclusion of animal magic was well played. The charismatic leads and chemistry between Sweeney and Powell also made it both powerful and enjoyable.Anyone but you is perfect for what it intended to be- a modern twist on classic literature with some laughs, tears and loveable characters all with an interesting personal storyline."," Shakespeare ""fun"" fiction"
"15","Anyone But You","Shanegames07","7/10","1 January 2024","The first movie review of 2024, I watched another Rom Com on Saturday called Anyone but you but I never had time to write an review until today.This movie starts off with the two main stars meeting in a coffee place which all romantic movies start at, he buys her a tea and then gets her the Toilet key which then sparks an interest in her eyes. But after they spend the night together something goes wrong when Bee overhears Ben saying she's not good enough.After they fall out about what Ben said they get invited on a wedding of Bee sister wedding who happens to be getting married to his woman's best friend.The comedy was actually pretty good throughout the movie i remember during the movie the entire cinema was laughing for the comedy.There's something about this movie but I think this is the first Rom Com that actually has the chemistry between the two main stars Glenn Powell and Sydney Sweeney. Those two are both pretty attractive too which surely anyone can admit.I remember when I was serving a couple at my work they asked have I seen it and I said no no yet but I've heard some things they asked what things. I replied with all I've been told is Sydney Sweeney is pretty much in a bikini the whole movie.Another solid rom com to watch I would highly recommend watching this movie I think this is up there with the rest of the rom coms that I actually enjoyed.I hope these Rom Coms that are getting made keep being good because I think that's 2 Rom Coms in 2 that came out in the cinemas which was pretty good the Jennifer Lawernce one and Anyone but you.I would give this a 7 out of 10."," Anyone But You"
"16","Anyone But You","joshwilliamson-20461","7/10","7 January 2024","As someone who isn't the biggest lover of rom-com's I went to see this with my girlfriend not expecting a lot. However, walking out the cinema I was pleasantly surprised.It's an enjoyable, funny and quirky lovers to haters to lovers again sort of film. Sydney Sweeney and Glen Powell are brilliant together and even though some of the supporting characters don't add a lot, they still come away with one or two funny lines to keep the smile on your face.The comedy for the most part is funny although there were some moments that made me cringe more than laugh but hey it's a rom-com what should I expect?All in all it added to an enjoyable evening and can definitely see my girlfriend bringing it back up next time she tries to convince me to go see another rom-com."," Enjoyable comedy with the classic rom-com cringe"
"17","Anyone But You","quikthinker-93262","5/10","12 February 2024","So basically this is like a straight to TV Disney/Hallmark movie with R-rated scenes for ""laughs.""
Besides Glen Powell, Sydney Sweeney and Bryan Brown, the rest of the supporting cast as wooden and have the acting ability and warmth of cardboard cutouts.The story is based around a lesbian wedding (tick) with one of the women being from a mixed race family (tick).Don't get me wrong, I love the chemistry and banter between Sweeney and Powell but that's as far as it goes. There's some funny scenes but the rest is very amateur as is the directing. If you do decide to watch it, you'll see exactly what I mean."," R-rated straight to TV Disney-style movie"
"18","Anyone But You","labasedina","5/10","29 March 2024","I love the cast and they seemed really good together but I'm still not sure how the plot has gone this wrong. I very much enjoy romcoms, normally 2 hours of enjoyment, no hassle, brain easing activity. This one was very flat. First, Ben is heartborken because Bea leaves him without saying anything. Later in the movie he does the same to her. Where is the logic in there? It was just not well thought out or interesting at all. The end when Ben decided to go after Bea, he jumped into the sea. Shouldn't have been easier to drive to the Opera House or catch a taxi just like Bea did? No, jump into the water, wait for emergency response and ask them to do you a favor and fly you where you want to go... Overall, I watched it but wasn't the best experience."," What is the plot exactly?"
"19","Anyone But You","famesfun","1/10","30 March 2024","Worst movie I've ever watched. Gave it a one star for the cameras. The plot is very surreal,, doesn't make any sense at all. I just don't understand how a group of people made this in the first place. I don't know whose fault it is, the writer, the director, the cinematographer, the actors or anyone involved in this movie, but this movie was absolutely flawed from beginning till the end.Guy meets a girl who knows about toilet rules in the states proving her ignorance. More characters comes in showcasing their idiocracy. The movie's title should have been idiocracy. I'd have liked the movie then. It would give the movie a meaning it so much needed.The last scene was outrageous. I had to bite a comb to hold my anger. The girl leaves in a cab, nobody knew where she went , but the guy immediately figured out where she went. He jumped into the water so that he could avail the rescue service's helicopter ( this was clever) to get to the girl. He could have just called a cab. It would have saved a lot of time ."," ""Any movie but this"""
"20","Anyone But You","ptbarnett","4/10","1 April 2024","""Anyone But You"" does not even have the potential to be a Hallmark romance.Dermot Mulroney and Brian Brown were worthy additions, but not enough to cover a huge casting flaw and poor script.Powell delivered a solid role but lowered his standards for a beyond-cheesy story.There is no chemistry between Powell and Sweeney, perhaps due to her voice. Sweeney is very pretty...until she opens her mouth. It seems to be a trend among younger actresses to growl, squeak, an d not enunciate. Annoying to the point of switching off the movie. The opportunity was missed to consult a speech pathologist."," Failure On Many Levels"
"21","Anyone But You","maqavellaneda","9/10","26 January 2024","Great chemistry between characters
Makes you laugh
Leaves a good feeling when you get out.Both Ben and Sweeney portray their characters perfectly. They both act as great comedy and drama actors at the same time. Acting is on point.It plays a lot with audiencias between boomers, millennials and new generations. A great movie to see with the whole family (if they're over 13)There's no one moment in the movie when you are bored. It's the perfect plan to do on any random day and leave with a better feeling than the one you entered with.I've seen these actors before and all I can say is that they've done a great job! Go and watch it!"," Feel good movie"
"22","Anyone But You","sethbelsom","10/10","19 February 2024","So I just watched the film and it I'm 15 year old boy was so funny the best thing I have watched in a long time the cast were great and the song moments was the best I do not know how people think that it is awful it was outstanding I really do advise for you to watch it.I loved every second of it sydney sweeney was great as well as Glenn Powell. The story lines was great and that it was set in Australia the best country in the world from start to finish. It was great I usually rate films 7/10 but this one was 10/10.Very very funny i do love commedies but, this has to be my favourite one.."," Underrated"
"23","Anyone But You","diforst","6/10","4 February 2024","However....other than Glen Powell, the cast of Anyone But You was less than mediocre at acting even though there are many serviceable journeymen actors in the movie. This film has a cute premise and the travelogue of Sydney is more than spectacular. The outline of the story is a good start, but the dialogue is below juvenile. There were more F bombs than in an action movie. In my humble opinion, the more four letter words in a script, the less likely the screenwriter is of their abilities. If you bother to watch 1930 comedies, the plot and dialogue are usually good enough that it's not necessary to shock the viewers. In my theater, the audience laughed at the first bombs; then cringed at the later ones.Forewarned etc."," I love Rom Coms"
"24","Anyone But You","D-dog22","10/10","28 February 2024","Enemies To Lover, Forced Proximity, Fake Dating, Funny Banter, Age Gap, Stunning Australia.Everything you want in rom-com. Sydney Sweeney Glen Powell And there amazing chemistry and an amazing, funny cast of sides characters. A good plot, based of Much Ado About Nothing by William ShakespeareThe perfect rom-com (Directed by the same guy from 13 going on 30) and what I hope is the return of the of these kind of movies. Fun, light hearted movies for the big screen and not just pushed to streaming. Like the early 2000s when they used to run the theatres.I can't put into words how much I loved this movie."," The Rom-Cons have returned."
"25","Anyone But You","rvdtyxb","10/10","23 February 2024","I love all sorts of rom coms (even the stinkers) but was afraid we'd seen all of this in the previews and was surprised and grateful we hadn't.I Laughed a lot and even got teary eyed a bit.I am a big fan of Glen Powell (and several of the background parents from their rom com days like Dermot Mulroney!). I hadn't seen Sydney Sweeney before but she was great!I thought the story line was a bit of the usual but it had good twists.Stay for the ending because that just sealed the deal at making me laugh and feel all the ""awes"".... Definitely one I will watch several times.We need more rom coms like this!I miss the days of ""My Best Friends Wedding"" and ""How to Lose a Guy""... I'm ok if Glen Powell wants to take the torch from the leading men of that day any day."," Absolutely Loved It!"
"26","Anyone But You","barbett-1","5/10","1 January 2024","Neither brilliant nor dreadful, ""Anyone But You"" features a cast of characters that are unbelievably attractive and, apparently, insanely wealthy. It stars Glen Powell and Sydney Sweeny's breasts in the formulatic equivalent of a Hallmark Movie knock-off. You know the drill - two perfect young people meet, are instantly attracted to each other, are separated by a misunderstanding with hilarious hijinks ensuing. The misunderstanding is eventually resolved, love blooms once more, and all ends well.What sets this film apart is excellent cinematography with lovely wide-angle views of the Australian countryside. The supporting cast is very capable although the Australian men are played as oafish stereotypes. Glen Powell plays his part well, but Sydney Sweeny appears to be reading her lines from a teleprompter offscreen. Not the worst movie out this holiday season and enjoyable as long as you refrain from high expectations."," Average rom-com fare"
"27","Anyone But You","pkertes-59666","4/10","5 January 2024","I went to see this movie because I am a sucker for a romantic comedy, even the average ones (and let's face it, most of them are). Having seen the trailer, I had low expectations, yet this film still managed to come it at an even lower level.Boy meets girl, they hit it off briefly, there is a misunderstanding and when they reconnect through a friend/family wedding, they hate each other. Except as anyone could predict, ultimately they don't really, but it takes an eternity of inauthentic, puerile dross to get there. No tissues needed here.The acting is generally average to poor, and local actors like Rachel Griffiths and Bryan Brown (much of it filmed in Australia) do the minimum required, and are completely wasted here. The script is juvenile, facile and has little in common with reality. The direction is pedestrian and much of the movie is a travel ad for Sydney. Throw in plastic, unlikeable characters and a healthy dose of gratuitous nudity. The attempts at comedy are almost laughable as that, and what little romance eventuates at the end fails to convince after nearly two hours of tripe beforehand.Not recommended, even if you are a fan of the genre."," F-grade rom-com with little rom and even less com"
"28","Anyone But You","dogonlion","1/10","10 February 2024","Everything in this movie feels forced. The comedy is like ""please laugh, please laugh"". I guess that works on some. Nothing flows naturally. The way they love at first sight and all of the sudden start bickering is unrealistic. The bickering is annoying. Sydney Sweeney is a really good actress, I really liked her in The White Lotus, but she's hasn't been in a movie that uses her full potential yet. The movie is full of cliches. It even has the funny black friend with no love life. I'm really shocked by how much money this movie made. I guess as long as those kinds of movies make money they'll keep the same formula and keep factory produce them and soon will use artificial intelligence to write them."," Any movie but this"
"29","Anyone But You","ambusched94","2/10","31 December 2023","A forgettable, expendable rom-com where all the somewhat funny, shock value scenes are exposed in the theatrical trailer and there is hardly any laugh-out-loud scenes in this film overall.While Glen Powell has the comedy chops and romantic charm for this film genre, to my astonishment it's the EXACT OPPOSITE for Sydney Sweeney. Her line delivery is dull and she has the same facial expressions, blank stare, dead eyes for most scenes in Anyone But You. You can tell she's acting as in she's not embodying the character in the story and she's simply reading the lines, not conveying any natural nuances in her character each time she does this. Sweeney's crying scene in the taxi felt unnaturally forced. I was surprised her acting was half-a**ed, whereas in the TV series Euphoria (2019-present) her acting feels natural. Or highly likely that she's a limited-range, one-note actress that can only do dark, coming-of-age drama genre and fails at rom-com. IMO, Powell and Sweeney had the most chemistry when their characters were arguing and hating each other. When they got all lovey dovey, the on-screen chemistry felt forced and it was lacking that romantic spark between their characters. I was not invested enough in their progressing relationship to care once they officially got together in the end.So one, I feel like Sweeney largely ruins the film with her bland acting and line delivery, and lack of emotiveness. A better choice for the lead actress in this film should've been a comedic actress or an actress who can deftly juggle comedic timing and dramatic, emotional scenes. If this film was made and released in the 2000s decade for example, Amanda Bynes would be a prime choice for the role of Bea. And two, the character development is lacking and backstory are just tacked-on but don't add any characterization substance. The screenplay pushes the two characters to meet instantaneously at the start of the film, so viewers don't get any individual scenes of each lead character beforehand leaving a lot of character backstory nonexistent. The screenplay gives a brief overlay of each of Ben's and Bea's backstory in a scene montage and it's the error of telling over showing, and it doesn't work, leaving a rushed characterization of both characters that cheapens the film.Supporting characters feel like caricatures and don't add anything to the story. No supporting character was memorable. Some corny dialogue and meta rom-com instances that seem shoehorned in. Also, I wish Darren Barnet (Paxton from the TV series Never Have I Ever (2020-2023)) had more scenes, dialogue and that he would've been the guy Bea ended up with if there was an unexpected surprise, twist ending, instead of the ""enemies to lovers"" and ""stuck together so they'll end up together"" overused romance tropes. But the screenplay is too safe and screenwriters would never be bold enough to rise up to a different, atypical ending like this.I did like that the majority of the film was set in Australia and a few of the songs used in the film's soundtrack.It's ironic that Dermot Mulroney and Rachel Griffiths are in this sucky rom-com when blasting back to the past to 1997, both Mulroney (as the leading man and love interest) and Griffiths (in a supporting role) starred in a first rate quality rom-com, My Best Friend's Wedding. This is why most of my fave rom-coms are from the '90s and the 2000s. When quality storytelling, chemistry, and character development reigned in comparison to this current rom-com garbage.Anyone But You is a derivative, formulaic rom-com that's ultimately unmemorable, vapid rom-com plot, and a waste of time. Just casually watch it once it comes out on streaming if you have nothing else to watch and don't care about draining 1 hour 43 minutes of your time."," Forgettable rom-com that fails to spark and lacks believable romantic chemistry, hindered by bland acting from Sydney Sweeney and rushed, empty character development"
"30","Anyone But You","trinaboice","4/10","8 January 2024","IN A NUTSHELL:
After an amazing first date, Bea and Ben's fiery attraction turns ice-cold until they find themselves unexpectedly reunited at a destination wedding in Australia that their exes also attend. So, they do what any two mature adults would do: pretend to be a couple amidst the fighting.The film was directed by Will Gluck, who also wrote it with Ilana Wolpert.Ultimately, this is like a rated R Hallmark movie with lots of raunch.THINGS I LIKED:
There is plenty of eye candy here for everyone. The cast is filled with good-looking people and includes Sydney Sweeney, Glen Powell, Alexandra Shipp, Hadley Robinson, GaTa, Michelle Hurd, Dermot Mulroney, Rachel Griffiths, Bryan Brown, and more.Sydney Sweeney was bit by a spider in the movie while filming. That famous clip was posted online and got a lot of stir.We get to visit Australia during the film.The cast is diverse, offering a variety of stories about romance and love.The last scene takes clips from the whole movie and has all of the actors sing the same song for a feel-good moment.THINGS I DIDN'T LIKE:
Sure, everyone in the cast is hot, but the script is garbage. It sounded like it was written by a trashy version of Chat GPT.It's supposed to be funny, but it's pathetic how they are instantly super ugly and mean-spirited to each other when they have a miscommunication.It's SUPER predictable.Cliched end-of-movie singing, dancing scene.So much fighting.So many awkward moments.They say the movie is loosely based on Shakepeare's ""Much Ado About Nothing"", but I think the Bard would be disgusted by the lack of intelligent language in the script. So many F-bombs. One similarity is that they get a wedding cake from a shop called ""Dogberry's"", which is the name of a character in the play.I cringed and rolled my eyes so many times.TIPS FOR PARENTS:
This movie is definitely not appropriate for kids. It portrays unhealthy relationships and extremely bad behavior.Kids will be completely bored because it's mostly adults talking to each other.Profanity and lots of F-bombs
A lesbian couple kisses and gets married
We see a topless woman
We see several shirtless men
A couple gropes each other inside their shorts.Two women wear bikini tops that barely cover anything.We see a ton of cleavage
A lot of sexual innuendo. We see an unmarried couple in the shower and bed together.We see two men smoke a joint.!"," I cringed and rolled my eyes so many times."
"31","Anyone But You","miza004","5/10","22 December 2023","This movie is exactly what I thought it would be so I can't complain too much.The two leads are both very attractive and have good chemistry, so that was entertaining to watch and nice on the eyes. It had some cute scenes. I gotta say the ensemble was pretty good if I laughed it was always because something one of them said. They were a bunch of goofy characters. I also enjoyed dermot mulroney's character when he was learning how to dive and the reoccurance of that at the end of the movie. It made me giggle.But I gotta say... the dialogue was very mediocre and at times just not good at all. It just lacked depth which again didn't expect it to have depth but still could have been better."," It's exactly what you expect"
"32","Anyone But You","SnoopyStyle","6/10","24 February 2024","Bea (Sydney Sweeney) meets Ben (Glen Powell) in a coffee shop and they hook up. There are misunderstandings next morning and they leave angry. It turns out that his friend is marrying her sister. The two enemies have to attend a destination wedding in Australia.Sweeney and Powell are trying all kind of broad physical humor. They are both gorgeous and both have good charisma. Neither are outright comedians and that is important. They are mildly funny but are rarely the funniest part. The first big laugh is the WTF old guy while the two bicker. The butt grabbing scene kinda works, but the leads may be overshadowed by a koala. This duo tries very hard. It's so ridiculous that it's mildly funny."," insanely hot people doing a mildly humorous rom-com"
"33","Anyone But You","cinemapersonified","4/10","22 December 2023","Rating: 4.4
Overall, an incredibly formulaic Rom-Com that tries way too hard to capitalize on the popularity and looks of Glen Powell and Sydney Sweeney, but fails hard as it is so predictable and barely funny.Bad Direction (The whole movie just feels like the studio shelled out something to tick boxes rather than make a well thought-out comedy (this included plot concepts, wardrobing, and jokes) because that's what they think the audience 'wants' as they try too hard to be 'modern,' meaning the director couldn't make any creative decisions; the direction on both a macro and microscale feels very formulaic to other Rom-Coms; the direction of actors is very bad as he does not establish any chemistry for the cast as all the performances feel mundane and toneless; the storytelling is a formulaic and predictable Rom-Com), Bad Acting (Bad to Pretty Bad from Sydney Sweeney (The overall performance feels mundane and toneless and she fails to establish any chemistry with Glen Powell, but she does have some moments where she does a decent to pretty good job), Decent to Pretty Good from Glen Powell (The only positive performance in the movie as he holds his own and leads the movie well as a Rom-Com lead (it's just the material is so bad he can only do so much)), Decent from Alexandra Shipp (Actually holds her own well and shows some a little range (which is a lot given this movie)), Bad from GaTa (Cannot match the levels of any of the other actors and feels very toneless with little effort), Pretty Bad from Hadley Robinson (Just doesn't offer anything), Decent from Michelle Hurd (Shows some experience and decent timing), Decent from Dermot Mulroney (Has some charisma and timing), Decent from Charlee Fraser (The most surprising performance of the movie as she holds her own fairly well and establishes some charm and chemistry with Glen Powell), Very Bad from the rest of the cast (Just a lot of toneless and stereotypical Rom-Com performances; there is no chemistry in the entire cast)), Very Bad Story (The concept is a modern retelling of Shakespeare's 'Much Ado About Nothing,' but it does not do anything to be unique as it just follows the cookie cutter Rom-Com plot (mixed with forced modern references); the story construction is incredibly formulaic as each scene is incredibly predictable on what is going to happen and where it is going to go; because the movie is so predictable, there is a flow because it just follows this boilerplate to a tea; the character writing is terrible as all the characters as so shallow and stereotypical to Rom-Coms (and things are brought up for characters that never get addressed or add more depth to the characters)), Very Bad Screenplay (The dialogue is atrocious and very predictable (the movie forces in so many modern references that it just feels like they are pandering to the youth rather than writing realistic dialogue); the joke hit rate is probably 1 out of every 5 jokes (and some of the jokes are just so stupid that its cringe at how they even made this movie); the symbolism is incredibly overt (with the quotes from the source material and the messages of the story being overlaid onto the screen); the foreshadowing is incredibly overt that it makes the movie incredibly predictable), Decent Score; Decent Soundtrack (Did enjoy the songs they chose), Pretty Good Cinematography (Very polished as you could tell the studio put in a lot of money to make this movie), Pretty Bad Sound (Some of the sound effects are just off from what happened), Decent Editing (The actual edit was very polished and felt like it had a big budget; the cut for the movie just feels weird as it is obvious where they did reshoots and what was originally shot), Good Costumes (They made a very conscious decision with what each character was wearing to get people to watch this movie (and I respect that)), Plot Structure followed the source material's and Rom-Com template to a tee (which made the movie incredibly formulaic and predictable), Pacing was decent (as it kept the Rom-Com pace), Climax was so forced and incredibly formulaic (which made me cringe very hard when watching this movie), Tone was very similar to other Rom-Coms (especially from the early 2010s), It was so obvious where there were reshoots for this movie as some of the scenes were so bad and some were more tolerable."," Bad Movie"
