"","Title","Name","Rating","DateReview","TextReview","TitleReview"
"11","Late Night with the Devil","GabeDoesReviews","6/10","3 April 2024","Late Night with the Devil commits to its unique style and presentation but often stumbles along the way with its smaller details. I absolutely love the way this film tries to replicate old lost media with its camera work and production design. Even when the audio was crystal clear and could've been put through a filter to replicate an older sound, it didn't distract me too much since most of the performances had me completely sold. What really leaves me unsatisfied is the overall pace. In between each segment is ""behind the scenes footage"" that just reiterates what had happened earlier. However, there are moments where it works in delivering information to the audience. Maybe I would've liked to see some cursed commercials in between all the footage. The film also stretches out some of its horror concepts while also not committing more to some. Just as things are about to get interesting, the film moves on to the next idea without fully developing the previous one. I know I sound harsh but I still had a great time overall. It's one of the better horror movies to come out recently and is worth the watch."," An amazing concept that doesn't fully land its execution."
"12","Late Night with the Devil","Skruffbagg","7/10","2 April 2024","I had heard many reviews that this was both the best and scariest horror film in years... In truth, it's neither, but it's still a solid film with some excellent performances, decent scares and a fun way to waste 90 minutes.In a nutshell, David Dastmalchian (fantastic) is a late night talk show host climbing the ladder of success who, after suffering a personal tragedy, takes several months off before returning to failing ratings. In an effort to win back the audience, he resorts to more desperate and controversial topics, culminating in a live hallowe'en special featuring a phoney psychic, sceptic/former magician, and one supposedly possessed girl. Despite several eerie and foreboding moments during the show, he manipulates the girl's parapsychologist - who also happens to be his love interest- into performing a demonic summoning live on tv... and this is when the proverbial excrement hits the fan.The film is done in a ""found footage"" style, with a 70s aesthetic (including grainy picture and 4:3 ratio) and while it works for the most part, the inconsistencies in the footage and style were a bit too obvious and hard to ignore. There are some AI generated images which I personally didn't care about, but again, they stood out. The performances as a whole were good, but Dastmalchian and Ingrid Torelli were both superb, elevating the material to greater heights. There's some good gore and light scares, but if you're looking for a terror inducing experience, this isn't it. It's campy fun done in an original and interesting way, and despite reading several complaints about it, I thought the ending was just fine. There's enough info and context throughout the movie to let you make own mind up about what happened and why, but if you need it spelled out any further you should probably watch something less challenging, like Fast X.Definitely worth your time if you're a genre fan that likes a simple scary story told in an interesting way."," Original, fun, good... but not great"
"13","Late Night with the Devil","darrylmsmith","6/10","4 April 2024","These high ratings have to be hyped reviews. Whenever someone sees something at a film festival or a pre screening people feel like what they are watching is special.This is an okay movie. As someone who actually grew up in the 70s they did a great job with the 70s feel without being too campy.I watch A LOT of movies, so it all was so predictable, but not completely disappointing. No one in the theater looked surprised when the ""twist"" was revealed. It's not even a twist.The actor who played Lilly - wow. At first I thought she was a bit old to play 13, but as I watched her acting she drew me right in. Her intense looks really gave the movie an agitated feeling.It moves slow as a horror movie, but it is an entertaining 70s throwback until the ""horror""
unfolds."," Don't trust the high ratings"
"14","Late Night with the Devil","ucladude1","9/10","4 April 2024","I didn't know anything about the movie before going. I read reviews on here and they didn't tell me about the plot , but they made me want to watch it. Part of the motivation to watch this was having zero clues with the movie is about literally zero clue. Even while watching it, I still didn't have much clue what it was about. Yes, you can kind of see what the movie is about but you really really really aren't sure.The talkshow host made the movie a little bit confusing. It was hard to understand where his mind was with what's happening. Is he in one way saying things because he wants to save his show or does he believe what really is going on?You've got to watch to see what you believe is going on. Even then, you might not believe what you think you believe."," Could've been a 10"
"15","Late Night with the Devil","salmon62","6/10","4 April 2024","I really admire how much work went into this film.The 70's ethic was recreated believably and the set and wardrobe folks are to be commended. As are the sound people.The movie is comprised of found footage or previously unreleased footage of a TV talk show which featured some special Halloween guests to boost ratings.The host has his own tragic, sensational backstory to add to the plot of what takes place in the hour-long talk show episode.The story is compelling and tragic and has some references to the occult participation of the protagonist talk show celebrity.The issue I note with the movie is the individual segments of the guests who each have a few moments of terror in the film. These subsections of the film come off as separate chapters and take away from the focus of the film, the title, the Late Night with the devil interview.Other than this disjointed assembly of characters, the film is entertaining for its throwback qualities and the interesting characters assembled."," Very entertaining but a bit disjointed"
"16","Late Night with the Devil","adamgeraghty-51989","8/10","25 March 2024","Late Night with the devil, a wonderfully twisted take on a talk show gone wrong with demonic possession and witch-craft.I find this film an all-around home run. On an acting, story and technical sense, it all works. It delivers its concept well as it really commits to the time period with a 70s talk show. It's a comfortable film as you really feel as though you're in along for the ride as you, the viewer would be watch everything unfold. You may jump in your seats, but I will say this is a jumpscare lite horror film as if they are there any they aren't the main source of the horror. This film is built on atmosphere as it's one of the benefits of keeping it to this confined studio setting.The main man, who's the face of the show and the movie, is that of David Dastmalchain, who really does carry this movie on his shoulders. I find Dastmalchain as clever cast, though you might not recognise him by name he's had a colourful career from The Dark Night to Dune. There's a pretty decent chance that you'd recognise him even if he wasn't in the leading role. All of this adds to his character as Jack Delroy, a TV presenter who's like a close friend you know who's been through thick and thin. Dastmalchain has plenty of charm and charisma as he works off his co-stars naturally. He also is someone who can do so masterfully a nervous smile as he tells it all to you with just his face.This is something that can be said about every member of the cast as every character feels like they're a real person giving their genuine reaction to the event that are unfolding before them. Though there is something very artificial about the setting with the lights, cameras and the live studio audience. There's very little that very little that's phoney about it. Everyone is a distinct and different person.I find very few things that don't work for me but to list a few. The opening is a bit jarring as the main purpose is just to make sure that you know what's going on. It's something that kind of needs to be there as there's not much of a workaround for something like that, but once it's out of the way, you'll settle into everything nicely. There are few digital effects that are just downright awful. Even with that low quality 70s grain that doesn't hide the cheapness of the effect. Now, this also is hard to list as so many effects are so visceral and real, while the bad ones are only in passing. Also, this movie was shot for penies and when there is a very cheap budget, they work with what they are given.This is a film which gives you what you'd want out of the concept but also sticks the landing. It's something that I'd recommend if you crave a 70s aesthetic."," If you crave a 70s aesthetics I'd recommend it."
"17","Late Night with the Devil","mikegjones-19994","10/10","24 March 2024","This movie is so freaking awesome, I love how different and refreshing this style of paranormal feels. Its not your typical ""possession and exorcism"" style of movie. The aspect of having as a late night show really takes you in and immerses you, from the ad breaks to how the camera works of late 70's. I really hope we get more movies like this in the future. David Dastmalchian is awesome and charming in his role aa a late night host. Very happy to see him get the main spotlight finally, feels like he always get sidelined in all his projects. I can def see this become one of my standard Halloween marathon movie."," Fresh and new"
"18","Late Night with the Devil","RaveReviewerzzz","4/10","3 April 2024","""Late Night with the Devil"" attempts to blend horror and satire within the found-footage genre, but ultimately falls short of its ambitions, earning a 4 out of 10 rating. The film's premise-a 1970s talk show host battling for ratings during a live Halloween special that goes awry-promises a mix of laughs and scares. However, the execution is where the film stumbles.The Cairnes brothers' direction shows flashes of brilliance, particularly in the nostalgic recreation of the '70s TV aesthetic and the use of practical effects. Yet, the narrative feels disjointed, with the found-footage format feeling more like a gimmick than a storytelling device. The humor, intended to be diabolically funny, often misses the mark, leaving the audience unsure whether to laugh or cringe.David Dastmalchian's portrayal of Jack Delroy, the desperate talk show host, is commendable but is let down by a script that lacks depth and originality. The supporting cast delivers uneven performances, with some characters feeling underdeveloped and others bordering on caricature.The film's critique of television's corrupting influence and the lengths one would go for fame is a well-trodden path, offering little in the way of new insight. While ""Late Night with the Devil"" has its moments-particularly in the design and special effects departments-it ultimately doesn't deliver the cohesive experience that fans of horror-comedy crave.In conclusion, ""Late Night with the Devil"" is a film that had potential but didn't quite manage to deliver on its premise."," Not scary, not original, not funny."
"19","Late Night with the Devil","renohuskies","9/10","2 April 2024","Late Night with the Devil, directed by Australian brothers Cameron and Colin Cairnes, is a supernatural horror film that masterfully blends satire, shocks, and eerie nostalgia. Set in the 1970s, this found-footage gem delivers a wickedly entertaining take on late-night talk shows and demonic possession.David Dastmalchian, known for his standout supporting performances in major movies, finally gets his well-deserved lead role. His portrayal of the ambitious talk show host Jack Delroy is note-perfect-slippery, needy, and insincere. Dastmalchian's eerie charisma makes him a perfect fit for horror fans craving psychological thrills.The film revolves around a Halloween night special episode of Night Owls, a struggling syndicated talk show. Facing cancellation, Jack Delroy invites a purportedly possessed girl onto the program to boost ratings. The result is a Faustian pact that trades dignity, morality, and even lives for a share of the ratings figures. The film's blend of satire, cynicism, and devilish humor disrupts the demonic possession genre, leaving viewers both entertained and spooked.Late Night with the Devil shares thematic elements with classic horror anthology shows like Tales from the Crypt very similar to the episode ""Television Terror"". Both explore the dark side of television, but while Tales from the Crypt focuses on passive consumption, Late Night...delves into its creation. The film hints at a Faustian bargain made for ratings, echoing the eerie allure of classic horror tales. It's as if the devil has taken control of the late-night airwaves, and viewers are in for a chilling ride.With top-notch performances, stellar scares, and a pitch-perfect '70s atmosphere, Late Night with the Devil is poised to become a Halloween classic. Its blend of diabolical humor found footage style, and supernatural intrigue ensures it will haunt viewers long after the credits roll.Prepare to be entertained and spooked as Late Night with the Devil takes the stage as a new horror gem, destined to become a Halloween favorite for years to come!"," Late Night with the Devil: A Diabolically Fun Horror Gem"
"20","Late Night with the Devil","revellcomputerscience","9/10","30 March 2024","After a sobering slow burn, perfectly picturesque 70s set build up, a volcano of masterful and original horror burns, flows then erupts into an ever more nightmarish anthology of devilish surprises. A masterful piece of dark enchantment that will set a tough standard for other horrors to try live up to in the next few years and I doubt it will be surpassed by another possession movie for a very long time, if ever! If you enjoyed classics like the Exorcist or any possession movie or simply have a taste for well-made horror, then I truly believe you will really enjoy this movie too! The well crafted possessing ""devil"" of this tale will keep you thoroughly entertained with its malicious influence while a saga of mounting terror befalls the TV show at the heart of this horror masterpiece."," A masterful and very original take on Possesion, idk why I'm not giving 10!"
"21","Late Night with the Devil","ashcait","9/10","30 March 2024","We watched a preview viewing and it lived up to our expectations.An excellent addition to the found footage genre. The editing, acting and cinematography all great. A film that isn't restricted by it's lower budget, in fact it allowed for creativity to flow.Not filled with scares and more character driven than by plot, but given that it is set against a cheesy late night talk show it works.What could have been predictable, filled with predictable twists felt authentic and like we were truly observers of an unfortunate night.If you get the chance I would say watch it at the cinemas. 9/10."," Really freaking good."
"22","Late Night with the Devil","AuroraPrescott","10/10","23 March 2024","This movie was made for horror movie lovers. And David Dastmalchain did an amazing job playing a late night talk show host who would do anything for people to watch his show. The plot was very inviting, The acting was incredible, the movie was horrifying. This would be a movie I would watch over and over again and never get tired of it. And the practical effects in this movie were awesome. The way it felt like you were actually watching a 70s late night show was awesome and all the paranormal stuff in this movie was really good and the intro to this movie is really cool and I'm looking forward to watch this movie agian on shudder."," The scariest Movie so far in 2024 I've seen if not ever"
"23","Late Night with the Devil","xmiki","9/10","23 March 2024","Late night with the devil is refreshingly original compared to most the most recent horror movies that's come out. The typical jump scare factor in most horror movies wasn't really in this movie, but that doesn't mean there won't be any SHOCKING parts. IF you are a horror fan this movie is a must watch. It's hard to talk about the movie without spoiling it too much... but definitely a good watch =] I absolutely LOVED it. I am extremely happy I managed to watch this piece of art work. Definitely keep an open mind about watching. Kept me at the edge of my seat and engaged and could not take off my eyes from the screen. ABSOLUTELY a great watch. I did find some parts a little corny(split electric), nonetheless a masterpiece."," Very Original!"
"24","Late Night with the Devil","DanMovieReview","7/10","3 April 2024","Late Night with the Devil is a movie directed by Cameron and Colin Cairnes and stars David Dastnalchian as the host of Night Owls, a late night show living of the shadow of the grat Jimmy Carson.In a last attempt to save the show, they invite the author of a demonic possession book and the allegebly possessed girl on which the book is based on. While live on tv, they attempt to summon the devil.This movie re-invent the found footage gendre by giving the viewer an immersive experience on a 70's variety tv show. The story develop on the screen as a regular tv show broadcasted on tv, while backstage camera help build the tension and moving the plot forward.David Dastnalchian and all the supporting cast are believable in their roles and appeared to had a blast doing this movie.While the movie expertly delivered during the first and second act, it may loose a good portion of the audience with the third act, which broke from the tv show concept.Is this movie an horror movie? Lightly yes. Is it scary? Not really. However, it is highly original and entertaining and I do recommend it!"," Interesting concept that falls short on the third act"
"25","Late Night with the Devil","comps-784-38265","7/10","31 March 2024","What I liked :
After a lot of mediocre 'horror' films, with lame lighting, lame 'jump scares' , lame acting and plot holes you could drive a train through. At last something that is of a higher standard and a bit different.Set in a 1970's TV studio for a late show (not the usual old church/monastry) with 'ordinary' people (not nuns and priests)Yes there is poor lighting and cheap sets - but (at last) with good reason - it is set in a tv studio 'set'.Even more unusual you can watch, it's not totally predictable , e.g. Here comes a jump scare, when he looks in the mirror there will be a shape in the back ground etcVery interesting scenario, a halloween late night chat show, the host interviews a possessed child, her paraphysycologist doctor, a sceptic, and a medium. All live 'on air' with breaks for advertising.Liked the scenario of you are part of the audience watching the live screening.What I didn't like
I felt the ending could have been tied up better. References to the secret club and sacrifices didn't tally up. I thought the ending was left 'hanging' to a degree.But well worth a watch, something different, that relies on telling a story rather than dim lighting, jump scares and gore. Solid 7/10."," Great premise but ending needed more detail"
"26","Late Night with the Devil","nairtejas","7/10","1 November 2023","Late Night with the Devil is nothing like I have seen before. It has an amazing narrative, which is in the form of a showing of recorded tapes of a late night TV show led by a host who's grieving his wife's death and facing low ratings. The frontman is terrific and a sight for sore eyes. He manages to keep your attention as you see the plot unfold from a mild talk show into something drastic, horrendous as the guests come in. Late Night with the Devil bends a few horror genre tropes and manages to entertain throughout. I had a ball watching this with a packed audience at the 2023 MAMI Mumbai Film Festival. If you like fun horror films that grow on you, this is for you."," Campy Fun (MAMI MFF 2023 #13)"
"27","Late Night with the Devil","kevin_robbins","9/10","16 March 2024","My wife and I attended an advanced screening of Late Night with the Devil (2023) at Alamo Drafthouse last night. The plot revolves around a late-night talk show host struggling to surpass Johnny Carson's ratings despite various attempts, even involving his terminally ill wife joining the show. The host, known for his involvement in a cult, mysteriously disappears for a month after his wife's death, only to return with even lower ratings. With one last chance to save his show, he decides to take drastic measures.Co-directed by Cameron and Colin Cairnes (Scary Campaign), the film features a stellar cast including David Dastmalchian (The Suicide Squad), Laura Gordon (Undertow), Ian Bliss (The Matrix Reloaded), Fayssal Bazzi (Shantaram), Ingrid Torelli (Bloom), and Rhys Auteri (A Good Deed).Late Night with the Devil is a phenomenal movie, with a magnificent concept and flawless execution. Every aspect, from sets to costumes to performances, contributes to an authentic atmosphere. While some elements may be over-the-top, they serve to captivate the audience. The film maintains a dark, mysterious tone through smart subplots and unpredictable twists, culminating in a satisfying conclusion that ties everything together to perfection.The acting is outstanding across the board, with special mention to child actor Ingrid Torelli, who delivers a standout performance. Every character's facial expressions and reactions are compelling, drawing the audience into every scene. The kills are gruesome and perfectly executed. There's a tremendous use of worms that brought a smile to my face. And as for the ending-it's impactful and unforgettable.In summary, Late Night with the Devil is one of the most unique and original horror films in recent memory. My wife and I both enjoyed it immensely, with her rating it a 10/10 and me an 8/10, averaging out to a solid 9/10. It's a must-see for horror enthusiasts."," Late Night with the Devil is one of the most unique and original horror films in recent memory"
"28","Late Night with the Devil","philipfhayes","10/10","1 August 2023","I managed to see this during The Sydney Film Festival when it was on and it was one of the most underrated films of the night.David Dastmalchian is brilliant in this role and the other actors in this gel and make this one of the films of the year.As an Australian it is good to know when can at least make some good horror films, and you'd never know that this was made on a minimal budget it never shows and I hope it gets to make a big return..I have nothing but good things to say about this because of just how good it was. I always see things at film festivals and seeing this was a highlight of the SFF and it has MIFF to go. Can't wait for everyone else to see it."," This is brilliant"
"29","Late Night with the Devil","DoNotComeToTheCinemaDepressed","10/10","23 March 2024","Just Got Out of a Late Night With The Devil Screening.It was just so good.Elements -1.🕺 The 1970's Aesthetic, The Filmmakers Literally Nailed the 70's Aesthetic of the Film and it's Characters.2. 🍾The Ambience of the Show, I loved, loved the Ambience of the Show. It set the tone so well3. 💬 The Narration and Introduction, I loved that intro build of this film4. 💪 The Host, David Dastmalchian, he was Perfectly Casted for this Performance, he just has that Strange Look and it Matches this Film.5. 😆 Ian Bliss, he was such a Great Element of the film. Anytime an event occured or a Another Guest Made Claims, I was just waiting to here his Take on it 😂6. 🤢 I liked Christous Segment and then it really Ramped up when June and Lilly came onto the Show.7. 🙆 The Very Ending and Plot Point. What a Twist!Overall, the Watch Was Perfect."," 👿 It was Literally a Perfect Watch. What a Film! 😈"
"30","Late Night with the Devil","moviemanmo973","7/10","22 March 2024","The opening narration does a great job at setting the tone for the rest of the film. It gives off that creepy mystery documentary vibe and it draws you into the story right away. The narration provides us with a quick summary about Jack Delroy (David Dastmalchian) without spending too much time building up his character. Usually that would be a negative but it does it in such an interesting way that we are automatically intrigued by the character. The narration also sets up the story perfectly by letting us know that we will be witnessing an episode from this late night talk show that goes horribly wrong.The episode begins and we are entranced into this 70's talk show. It does feel like we are watching this show at home. With each guest being interviewed and building upon this Halloween episode. The host makes jokes and interacts with the live audience members and even cuts to commercial breaks. But instead of commercials we get insight into the behind the scenes footage of this programing. All of this builds the story and is fun to watch.David Dastmalchian delivers a very believable performance as a 70's late night talk show host. All of the cast does a great job and their chemistry helps to sell this story. The production design and the wardrobes are also well done.Where the film fails is in its ending because the build up just didn't pay off. The ending feels rushed and the film could have benefited from a longer run time after it spent so much time building up this story. The ending isn't terrible but may seem confusing. Some might find the ending enjoyable but personally I thought the character Lily should have been explored more. The film seemed more terrifying when she was more of the focus. Instead the film downplays the horror elements and dishes out an overall theme of ""the price of fame"". Not to mention there are also some scenes with special effects that seem dated and diminished the films early efforts.I would still recommend this film but I expect many not to enjoy the ending."," An enjoyable film with an ending that might not please everyone"
"31","Late Night with the Devil","martincolquhoun","7/10","26 March 2024","Where to start with this movie, the acting from David dalmastchian is top drawer and for me he makes the movie, it has a uniqueness about it. The way the movie is very much just like watching a chat show on television and how it goes for the interval and we see backstage is freaking cool. I think the ending was very strange and as I said earlier unique to say the least. Dalmastchian does a grand job and hope this gets him some more unusual horror flicks. I always liked the way on the big screen it was just like an old 70's TV screen. I would like to rate the movie higher but the movie for me was too short."," Unusually good"
"32","Late Night with the Devil","JK-WhatsUpWeirdoPodcast","10/10","14 March 2024","Slick, Charming, Satanic! Late Night With The Devil sucks you in and keeps you held in horrified suspense in an era you might not've even been alive for. Lol If you love the paranormal, occult, and horror there's countless Easter eggs, and I might've even spied some uncredited actors just to further add to the wtf is happening factor. Idk how the hell they made this thing look so good, the perfect grain, the perfect colors, the perfect cast, every little thing was flawless, and so charming. This is unlike anything you've ever watched. It's an instant classic. And it was well well worth the wait."," This was made for me."
"33","Late Night with the Devil","DanLawson146","8/10","24 March 2024","POSITIVES:1) The performances are brilliant. Jack is clearly the lead and David does a great job with him; it's quite a wide ranging performance in the sense that on the one hand he's this overly charismatic TV host, but on the other hand he becomes increasingly unnerved as the events of the film transpire. I also thought the young girl playing Lilly was really terrific and had the perfect balance between charming and creepy
2) As my title suggests, I was really impressed by how the film utilises its low budget. Setting the film all in one studio was a great idea as it adds a claustrophobic atmosphere to the film, and I also loved how the film is a tight 90 minutes as it means it never feels boring or like it's overstaying its welcome
3) I think this is a film that I'll remember very well amongst all the other films I see. I loved the theme of this TV host who is at heart a good person but has been corrupted by his lust for fame. I also found it pleasantly unique. Moments such as Carmichael hypnotising everyone in the studio, whilst also seeming to hypnotise us as the audience too, were very well done and the film in general is very well madeNEGATIVES:1) There are certainly moments where you can tell that the filmmakers were struggling to capture what they wanted to show whilst working with such a low budget. I thought the special effects in general were very ropey. Moments such as the projectile vomiting or the worm infestations just looked really bad if I'm being brutally honest
2) I'm someone who's quite easily scared by horror films, but I have to say I didn't find this film scary at all. The hand appearing on Jack's shoulder was the only moment that even gave me the chills, and I never once felt genuinely scared. To me, the film felt like it was slowly building towards this great horrific climax, but in the end I felt that the ending was somewhat of a let down because it's more about Jack's psychological breakdown than it is about genuine horror."," Low budget filmmaking done right"
