"","Title","Name","Rating","DateReview","TextReview","TitleReview"
"11","Godzilla x Kong: The New Empire","jahayaazizi","10/10","27 March 2024","Godzilla x Kong is an pure storytelling movie. Director Adam Wingard understands the assignment for this movie. The action, the colors, the score, it's everything I wanted from a Monsterverse film. The cast is amazing. Dan Stevens,Brian Tyree Henry and Kaylee Hottle are the best characters. The cinematography is great. Epic Monsters battle is great. Kong and Suko are the heart of this movie. The scale is epic. This is nonverbal story of the Monsters. The Monsters treated as characters with respect and honor. This is a love letter to the Showa Godzilla movies. Godzilla has some cool moments in this movie. People needs to watch this movie on IMAX for the art of cinemas. I hope the future of the Monsterverse to be continue. I loved it very much."," An awesome, fun and epic movie that needs to be seen on the biggest screen possible."
"12","Godzilla x Kong: The New Empire","southakur-73964","10/10","27 March 2024","Everyone is just comparing Godzilla X Kong The New Empire with Godzilla Minus One which is such a bad move. These two films have completely different tones and should not be compared. Legendary can make Godzilla movies with Godzilla -1's tone but we must also welcome something different. The action sequences are out of this world and CGI too. Human characters are not the best in Legendary's monsterverse, so we should get over that by now. Be sure to watch it on the big screen. The vibrance is also an another feature of this film that makes me fall in love with it. Maybe it won't be received well by the critics but the audience makes the movie successful and the the audience will LOVE it. A thumbs up from me. 👍"," Sublime"
"13","Godzilla x Kong: The New Empire","dusanbajec-16807","10/10","27 March 2024","I awaited for this movie for such a long time and oh boy, i was more than astonished!!! This movie is an emotional roller coaster, blending extremely exciting action with touching bonds and epic team ups.Suko, Kong's loyal companion who is like a son to him, steals a spotlight for me, he is so cute and shows his loyalty and affection towards Kong. Godzilla's and Kong's eventual team up is what we all wanted for so many years!!! For these two iconic titans to fight together against Skar King and one other formidable foe.The introduction of the main antagonist of the movie, Skar King is very interesting, I really like the concept of this antagonist as he will bring some emotions to the character as well which is very interesting for a titan to have such human like behavior, and also adds a whole new layer of excitement to the movie with later putting one of the best monster battles ever brought from a movie.But whats truly sets this movie apart is its heart. Amidst the chaos and destruction of the epic monster battles, there are moments of pure emotion between the titans and the humans, and what brings ""The New Empire"" is the new bonds that were made between the characters for me.This is by far the best addition to the Monsterverse yet, it has all that we asked for and its truly a masterpiece, thank you Legendary, This will probably be one of my favorite movies ever made!!! And you MUST watch this on IMAX for the best experience! :D."," This movie has a HEART!!!!! LONG LIVE THE MONSTERVERSE"
"14","Godzilla x Kong: The New Empire","tmxjvrgqx","10/10","29 March 2024","I watched this move with 5 other people and we all absolutely loved it. The monster fights were absolute insanity and gave me goosebumps every time. The movie gave me a somewhat 80's vibe because of the coloration and soundtrack. And the acting was quite good, the chemistry between Brian-tyree-Henry and Dan Steven was phenomenal and the duo made me laugh every time and there were so many moments in that movie that amazed me. And instead of completely focusing around the humans it mostly focused around the titans and the story of scar king and the great ape army. This movie was a solid 10 out of 10 and I highly recommend you watch this. This is easily one of the best monster-verse movies they have made so far. And just a quick note don't listen to the people who gave the movie a low score. Their are few of them but they just don't enjoy life for what it is and they are generally hard to please."," This movie was absolute insanity!!! And I loved it!!!!"
"15","Godzilla x Kong: The New Empire","gojifan-85178","10/10","27 March 2024","Godzilla x kong: The New Empire is another fantastic entry in the monsterverse which even better than the previous film (Godzilla vs. Kong) and more than delivers with its huge spectacle and great titan centered story, and surprisingly entertaining human cast, its great ride and will leave any Godzilla and Kong fan who wants to see the two team up against formidable foes more than satisfied, the action scenes are spectacular, the human cast this go around do actually are pretty entertaining and aren't boring like you'd expect, the visuals must be seen on the biggest screen possible, skar and shimo are great villains that give the big G and mighty K a run for their money, and this film is all around another great installment in the monsterverse from Adam Wingard."," Godzilla x kong: The New Empire is fantastic!"
"16","Godzilla x Kong: The New Empire","jahayaazizi","10/10","28 March 2024","Godzilla x Kong: The New Empire is the best monsterverse movie yet. It is the most enjoyable film of the year. It has great, groundbreaking visual effects. The cinematography is great. The writing is good. The epic Monsters Battles are great and awesome. The humans characters are good. Dan Stevens's character is the best and Brian Tyree Henry's character is good. It is an amazing pure storytelling. This is an art of cinemas. Family and friends will enjoy the movie very much as I do. People needs to watch this epic on the biggest screen possible as well as in IMAX. Congrats on Adam Wingard and Legendary Pictures. Long Live the Monsterverse!"," A great Monsterverse movie."
"17","Godzilla x Kong: The New Empire","joshuaglenn-26358","10/10","2 April 2024","This was a good movie to watch alot of titans fighting with the monsters and there is alot of lore in this movie and godzilla vs shimo was a good watching. And this was a master-peace of the movie franchise and i will watch it again when it comes to streaming platforms and i will buy some merch too this how good this movie was. And next kong fight was cool and i really enjoyed a 8/10 fight and the cast was amazing in this movie and the godzila transformation is actually amazing and kong new armor hand was actual amazing and this movie is a amazing movie and i think you should watch it and tell me how you like it."," best movie if of the godzilla franchise personally"
"18","Godzilla x Kong: The New Empire","slavovale","10/10","31 March 2024","Only people with high enough testosterone level can truly appreciate this movie. It was a truly eye opening, philosophical and beautiful on so many levels piece of cinema. The conversations, the cinematography, the acting... it was all a masterpiece. I cannot express how grateful I was to the world we live in for providing me with the unique opportunity to witness this heavenly movie, which looked like it was provided by God almighty himself. I loved how the director made godzilla sleep in in the Colliseum thus referring to the glory of the Roman Empire. Between the incredible plot they managed to even put a history lesson by shooting different scenes in a historical cites."," Masculine Masterpiece"
"19","Godzilla x Kong: The New Empire","vv-36785","10/10","28 March 2024","Wow, I'm just as surprised as you are reading this right now, believe me. My expectations were kind of meh, me personally, Godzilla Vs Kong (GVK) was OKAY, nothing special, maybe about a 6/10So who won this time in Godzilla X Kong & what is this New Empire?... well legendary studios of course!After a victorious achievement for Toho... we all know what we've come for here at legendary studios, & the results are definitely not a minus one...because this time we up the ante, and the people have spoken, we want this, legendary in this film is simply unlocking the massive cheese vault oozing into my optic stems, Godzilla X Kong: The New Empire is a hyper adrenaline rush energizer, it felt like my brain waves digested a high voltage energy drink kicking every inch of my brain cells.Dan Stevens is a solid comic relief along with Brian Tyree Henry. The jokes land a bit better this time around. The aura & creative decisions in this film have almost an 80's vintage vibrant feel, the music & color palette compliment each other perfectly along with cinematography.My issues? Well... why does the movie have Monarch being okay with bringing anybody down to hollow earth? Reliance on slight jumpy exposition, small things that could have been explored a little more to leave more an impact. It's not perfect for those, however I will argue this film was a lot closer to striking close to being perfect than you would think a film of this caliber could do.This is what happens when Cinematography, awareness, consistency & finding the footing on following Kaijus, gets the best of a cinematic experience, it's just as much a kaiju story as it is a human story & It's a Love Letter to the showa era & fans should be proud.I've never been more invested in the actual story of the kaijus until this movie, expositions & humans don't ruin it either this time. It's not anything special, but what is special are what we are here for, & that's the Kaijus.New Empire, by far, has the longest showtime for Kaiju action that I've ever seen in a monster flick. Beautifully shot cinematic camera scenes, there is one specific upside down shot unfolding to the right side up, just amazing cameraworkThe gradual building blocks embedded in the story left exciting awe in entertainment & care of handling Kaiju moments. The humans are just enhancers for the monsters. Compared to GVK, they have a better direction here without getting lost.It's a ride, took the issues of GVK & corrected it more, there's plenty of action if not more than you'd think... there's plenty of surprises, emotional character moments with humans/monsters, & although a not so perfect expositions still a solid fun plot/story following the elements at play... Godzilla X Kong was a lot better than I thought it was going to be & that's worth something."," The best monstervers film"
"20","Godzilla x Kong: The New Empire","philgresh","10/10","28 March 2024","I just saw the premiere today, It was simply fantastic to watch I can't wait if they make another one in the future maybe around like 2 to 3 years I was on the edge of my seat the whole time.I felt like I was 5 years old again from when I saw Godzilla 2000 in theaters it feels so good to feel young again when you're seeing one of your favorite childhood monsters on the big screen again after so long simply marvelous entertainment, great visual effects, and funny dialogue and a good cast. MonsterVerse always entertains and always delivers for its fans and audiences it feels so great to watch them on the big screen."," They need to make another one!!!!!"
"21","Godzilla x Kong: The New Empire","shahedabdullah-27964","10/10","28 March 2024","GxK beats all the monsterverse movies.Thank you Adam for gifting us a phenomenal one. As a Godzilla plus monsterverse fan, I can proudly say we won. And for the people who are comparing it to Minus one, I guess you guys don't have the brain what to compare. Me and my friends loved watching Godzilla and Kong together and we were on our feet all the time.I am not going to spoil but you need to see this movie on big screen. Totally worth it and if you are not a regular monsterverse fan, I would suggest you to watch all the monsterverse movies till date before watching GxK.It was a hell of ride. Hope we can get a next monsterverse movie soon."," Phenomenal"
"22","Godzilla x Kong: The New Empire","gokulkalairaja","10/10","29 March 2024","The experience of Titans. Godzilla and Kong's screen presence and many goosebumps moment. Experience the movie in nearby theatres. In this film they showed the Titans life so don't worry about the any lag in the movie the movie was going smooth from start to end.Watch it on theatres experience in theatres only don't waste the movie by watching it on ott.The technicians had worked a lot.The movie greater than Godzilla vs Kong
The screen presence and the fights between the Titans were fabulous and had a great experience by watching it on 3d. Loved it. Experience the movie in theatres I'm not gonna spoil it here."," Why do you want to watch this movie?"
"23","Godzilla x Kong: The New Empire","fatsgend","10/10","29 March 2024","This is a literal cinematic masterpiece and my perspective on life has changed after I watched this movie. I'll never be able to watch a movie again because i know nothing can compare to this movie. It is so good I can't even comprehend it and the directors were definitely putting some work behind the monster emotions. I had went to go see this having low expectations but this movie banged. The humans in the background were hyping up the big fight and the monsters have this cool vibe. Very lit where the monsters come together and have this big fight, something I live for. One thing I didn't like about godzilla and kong is that they tried to force this convoluted plot to make them team up and it kind of gets ridiculous and didn't feel natural. Another thing I do not like is that they tried to make the humans important characters like I do not want to watch godzilla and kong for the humans, I want to watch it for the big cgi monsters fighting."," the movie"
"24","Godzilla x Kong: The New Empire","shaveenshaveen","10/10","30 March 2024","It is really worth to 3D as it was especially made for 3D like Avatar. The story is also simple and clear. In monsterverse it is a necessary movie and many goosebumps scenes are presented. Sounds also so good. You can see many of Godzilla new characteristics and actions as well as kong. Human scenes and monster scenes are handled perfectly. In fact monsters are given more importance than humans as there is no scenes which seems to be boring and there is no scenes to be taken to extend the length of movie. Many surprise scenes, actions are there if you see without any pre known spoilers. Watch it on 3D theatre."," It is really worth to 3D as it was especially made for 3D like Avatar. The story is also simple and clear."
"25","Godzilla x Kong: The New Empire","roboticspinosaurusguy","10/10","2 April 2024","This movie was AMAZING. Its a Kong centered movie, with Godzilla making cameos here and there but it's fine, I like both of them equally. I was little bit iffy on Godzillas new evolution, but it's grown on me, he looks WAY more powerful than he was in the previous films. And of course the best part for me was the final battle: Godzilla and Kong charging at Skar King and Shimo, and fighting in zero gravity. And of course Mothras return was especially amazing, also its cool that Kong has adopted Suko as his son and formed a bond. All the Minus One stans can screw off. 1,000,000/10 Would watch again."," Peak"
"26","Godzilla x Kong: The New Empire","Slarkshark","7/10","30 March 2024","Lots of Titans fighting. That's why we go to something like this, right?G X K is about the same for entertainment wise as G vs K, though I'd give the newest entry a slight edge for a couple of reasons. For one, there's a bit less silliness. There's comic relief of course, but it's not out of place or goofy. The 80's throwbacks with the tunes, synths, and vibes were great. And lastly, the Titans were back to being the bad guys instead of humans. I always find it a bore when you watch a movie about monsters fighting, but have to bare through a story of human villains and their idiotic ideologies.A side note, it's hilarious that these Titans seem to really enjoy having their royal rumbles in the biggest cities on the planet, or while destroying some of the world's most revered structures. Like really guys, you couldn't have thrown down in the middle of the Sahara? More destruction equals more entertainment I suppose. Also, Godzilla just casually murders hundreds if not thousands just walking around from point A to point B. I digress. Go pink Zilla!"," Project Powerhouse"
"27","Godzilla x Kong: The New Empire","FireJach","6/10","27 March 2024","Monster = hurrah
Humans = garbageAnother Monster-Verse installment to the collection gave me another reason to visit my cinema. Luckily, I wasn't disappointed, I got everything what I expected which might be summoned by the two equations above.About humans:
If you want to watch the movie at home, don't waste time on humans subplot. It's completely pointless. The dialogues aren't funny or smart. They serve poor exposition which is painfully exhausting to watch. You see the monsters fighting and these ""characters"" are explaining in between: oh, he is protecting! - Come on, who wrote this? In my opinion if Legendary Studios wants to include humans, they should at least try making them just little interesting or just remove them completely. None of them is doing anything necessary, furthermore whatever they're doing doesn't make any sense. Why the hell are they in the Hollow Earth without protection? One guy is just in a Hawaiian shirt. The amount of dangerous monsters is not alarming, I guess... Paper Boy is filming everything but the British guy in a Hawaiian shirt says something like: It's better to keep it in a secret, this ancient civilization shouldn't be exposed to our world. The girl from Godzilla Vs. Kong (she is from that world and has weird X-Men power (?)) is among modern people, so the world already knows the underground world. What does he want to hide? There is more of this stupidity.About the monsters:
Kong is the lead. His journey is simple, he feels lonely, he wants to have a family of his kind. From the trailers you know, there is more giant apes, so I am happy to see them because I am Team Kong :) I'd want to appreciate the ""dialogues"" between Kong and this little ginger fella. They don't use words as we do but believe me, these two are more interesting than the humans. You will enjoy it.Godzilla and the rest are just monsters. Sadly Godzilla isn't intimidating in this movie, his only goal is to gain the pink level of nuclear power and then use it to fight the bad monkey. However, the fight scenes are awesome - this is why we are watching this type of movies, so if you're a fan of giant monsters, I recommend Godzilla x Kong: The New Empire... and don't expect to see raise of ""the new empire"" in this movie. It's a kinda awkward title generated by ChatGPT."," Please, just remove humans from this"
"28","Godzilla x Kong: The New Empire","Jeremy_Urquhart","7/10","28 March 2024","Absolute nonsense, and anyone who didn't like Godzilla vs. Kong will probably hate this. I enjoyed myself the same way I'd enjoy eating two bags of potato chips in one sitting. I'm feeling a bit empty and confused at why I did such a thing now it's over, but it was tasty junk at the time.I feel like Godzilla x Kong: The New Empire has the least dialogue out of any giant monster movie of the last decade or so, maybe longer. It keeps the human characters at a minimum, which is a double-edged sword. They're not as frequently annoying, but when you have a small cast of humans, the sense of danger dissipates, because no one is the kind of character that could die at any point before the very end (and even then). But all the scenes with the giant apes, with no dialogue? Good stuff. The humans are there to just explain stuff that doesn't really need to be explained. I almost wish this had been a silent movie.There's some good schlock here. I laughed a lot. There's a lot of action, maybe too much. It ends very suddenly, the two titular monsters take a while to meet up, and though I liked the main villain, he takes too long to be introduced. The narrative here is a mess, and it only gets by through having so many different creatures, fights, and ridiculous sci-fi concepts.Still, it's not the kind of kaiju movie where people will complain that ""there weren't enough monsters."" I feel like Godzilla x Kong provides plenty of dumb entertainment, ridiculous spectacle, and action to the point where watching it was never dull for a minute. I had fun, but looking back on it now, it does feel like the cinematic equivalent of (a lot of) empty calories."," Godsilly"
"29","Godzilla x Kong: The New Empire","BA_Harrison","3/10","30 March 2024","When asked what his plan is, a character in Godzilla x Kong: The New Empire says 'throw everything at the wall and see what sticks'. Director Adam Wingard has adopted this approach when making this film, but on this occasion very little that is being randomly tossed about actually sticks. The smackdowns between the film's creatures are loud, frantic and reasonably fun, but the plot is a sloppy turd of Titan proportions -- a stinky, contrived, overblown mess brought to life in a maelstrom of not very convincing CGI.The script is absolutely terrible, and the majority of the film had me either scratching my head in confusion or laughing at its preposterousness. Kong being equipped with a metal fist is an undeniably cool idea, but the fact that the protagonists just happen to have such a device on hand in Hollow Earth is just crazy (especially one with built in anti-frostbite serum!). A vet who knows how to extract a Kong tooth also knows how to fly a Hollow Earth hover ship -- clearly a man of many talents. God only knows what the Iwi tribe were up to with their glowing pyramids. What was the deal with that glowing spike that nasty ape used to control the ice lizard? And why did everyone suddenly start floating around in Hollow Earth? (there might have been explanations for some of these points, but they became lost in all of the chaos).After Godzilla Minus One, I suggest leaving all future films featuring the big lizard to the Japanese.3.5/10, rounded down to 3 for Kaylee Hottle's perpetually anxious look -- doesn't the girl have any other expressions?"," The plot stinks worse than Kong poo."
"30","Godzilla x Kong: The New Empire","lenikut","7/10","30 March 2024","When me and my friends went to see the movie, i really enjoyed it but friends went over the moon for it. They gave it a solid 10/10, so for the audience that doesn't want anything serious - this is hella perfect.The story wasn't anything new that we haven't seen before but it serves the movie good. My biggest problem with it, was the human characters. Just like ""Godzilla vs Kong"", the characters are flat and i would rather watch monsters fight than them.The direction by Adam Wingard is pretty good. The action in particulat is really well done and you can really see what's going on.The actors were OK for the most part but for the script they are given, they are fine.Giant praise to the VFX. Everything looked amazaing and you can see that the money went in the place, not like ""Captain Marvel 2"" for example, which had a 300 million dollar budget and for the money, it looked awful.The music is good too. I wouldn't buy a soundtrack but it served the story.Overall if you just want to have fun for 2 hours, this movie is perfect."," Big Budget B-Movie"
"31","Godzilla x Kong: The New Empire","hotrobinproductions","7/10","27 March 2024","@somegeekguy-Wow, I'm just as surprised as you are reading this right now, believe me. My expectations were kind of meh, me personally, Godzilla Vs Kong (GVK) was OKAY, nothing special, maybe about a 6/10So who won this time in Godzilla X Kong & what is this New Empire?... well legendary studios of course!After a victorious achievement for Toho... we all know what we've come for here at legendary studios, & the results are definitely not a minus one...because this time we up the ante, and the people have spoken, we want this, legendary in this film is simply unlocking the massive cheese vault oozing into my optic stems, Godzilla X Kong: The New Empire is a hyper adrenaline rush energizer, it felt like my brain waves digested a high voltage energy drink kicking every inch of my brain cells.Dan Stevens is a solid comic relief along with Brian Tyree Henry. The jokes land a bit better this time around. The aura & creative decisions in this film have almost an 80's vintage vibrant feel, the music & color palette compliment each other perfectly along with cinematography.My issues? Well... why does the movie have Monarch being okay with bringing anybody down to hollow earth? Reliance on slight jumpy exposition, small things that could have been explored a little more to leave more an impact. It's not perfect for those, however I will argue this film was a lot closer to striking close to being perfect than you would think a film of this caliber could do.This is what happens when Cinematography, awareness, consistency & finding the footing on following Kaijus, gets the best of a cinematic experience, it's just as much a kaiju story as it is a human story & It's a Love Letter to the showa era & fans should be proud.I've never been more invested in the actual story of the kaijus until this movie, expositions & humans don't ruin it either this time. It's not anything special, but what is special are what we are here for, & that's the Kaijus.New Empire, by far, has the longest showtime for Kaiju action that I've ever seen in a monster flick. Beautifully shot cinematic camera scenes, there is one specific upside down shot unfolding to the right side up, just amazing cameraworkThe gradual building blocks embedded in the story left exciting awe in entertainment & care of handling Kaiju moments. The humans are just enhancers for the monsters. Compared to GVK, they have a better direction here without getting lost.It's a ride, took the issues of GVK & corrected it more, there's plenty of action if not more than you'd think... there's plenty of surprises, emotional character moments with humans/monsters, & although a not so perfect expositions still a solid fun plot/story following the elements at play... Godzilla X Kong was a lot better than I thought it was going to be & that's worth something.7.5 / 10."," Who won? Legendary studios, & far from a minus one."
